time	V(n002)	I(L1)
8.584223882766948e-002	2.749289e-003	1.275882e-003
8.584506241242813e-002	-6.450812e-003	1.269424e-003
8.584776142749918e-002	-1.505973e-002	1.237119e-003
8.585213983730995e-002	-2.800922e-002	1.129106e-003
8.585913145794188e-002	-4.522236e-002	8.568320e-004
8.586706986371009e-002	-5.903270e-002	4.462611e-004
8.587228045093355e-002	-6.368495e-002	1.320778e-004
8.587616474320774e-002	-6.396136e-002	-1.152327e-004
8.588013480407379e-002	-6.118262e-002	-3.611477e-004
8.588637438440304e-002	-5.194132e-002	-7.078408e-004
8.589341850321361e-002	-3.659249e-002	-1.029111e-003
8.589770792695817e-002	-2.491513e-002	-1.173122e-003
8.590050153607552e-002	-1.639876e-002	-1.235498e-003
8.590257234244780e-002	-9.792048e-003	-1.263630e-003
8.590473882766943e-002	-2.749289e-003	-1.275882e-003
8.590756241242811e-002	6.450812e-003	-1.269424e-003
8.591026142749915e-002	1.505973e-002	-1.237119e-003
8.591463983730990e-002	2.800922e-002	-1.129106e-003
8.592163145794181e-002	4.522236e-002	-8.568320e-004
8.592956986371003e-002	5.903270e-002	-4.462611e-004
8.593478045093350e-002	6.368495e-002	-1.320778e-004
8.593866474320767e-002	6.396136e-002	1.152327e-004
8.594263480407376e-002	6.118262e-002	3.611477e-004
8.594887438440296e-002	5.194132e-002	7.078408e-004
8.595591850321356e-002	3.659249e-002	1.029111e-003
8.596020792695816e-002	2.491513e-002	1.173122e-003
8.596300153607553e-002	1.639876e-002	1.235498e-003
8.596507234244780e-002	9.792048e-003	1.263630e-003
8.596723882766941e-002	2.749289e-003	1.275882e-003
8.597006241242811e-002	-6.450812e-003	1.269424e-003
8.597276142749914e-002	-1.505973e-002	1.237119e-003
8.597713983730988e-002	-2.800922e-002	1.129106e-003
8.598413145794177e-002	-4.522236e-002	8.568320e-004
8.599206986370998e-002	-5.903270e-002	4.462611e-004
8.599728045093345e-002	-6.368495e-002	1.320778e-004
8.600116474320763e-002	-6.396136e-002	-1.152327e-004
8.600513480407369e-002	-6.118262e-002	-3.611477e-004
8.601137438440293e-002	-5.194132e-002	-7.078408e-004
8.601841850321351e-002	-3.659249e-002	-1.029111e-003
8.602270792695814e-002	-2.491513e-002	-1.173122e-003
8.602550153607552e-002	-1.639876e-002	-1.235498e-003
8.602757234244779e-002	-9.792048e-003	-1.263630e-003
8.602973882766940e-002	-2.749289e-003	-1.275882e-003
8.603256241242810e-002	6.450812e-003	-1.269424e-003
8.603526142749914e-002	1.505973e-002	-1.237119e-003
8.603963983730989e-002	2.800922e-002	-1.129106e-003
8.604663145794179e-002	4.522236e-002	-8.568320e-004
8.605456986371002e-002	5.903270e-002	-4.462611e-004
8.605978045093347e-002	6.368495e-002	-1.320778e-004
8.606366474320769e-002	6.396136e-002	1.152327e-004
8.606763480407371e-002	6.118262e-002	3.611477e-004
8.607387438440300e-002	5.194132e-002	7.078408e-004
8.608091850321356e-002	3.659249e-002	1.029111e-003
8.608520792695812e-002	2.491513e-002	1.173122e-003
8.608800153607549e-002	1.639876e-002	1.235498e-003
8.609007234244777e-002	9.792048e-003	1.263630e-003
8.609223882766938e-002	2.749289e-003	1.275882e-003
8.609506241242811e-002	-6.450812e-003	1.269424e-003
8.609776142749914e-002	-1.505973e-002	1.237119e-003
8.610213983730988e-002	-2.800922e-002	1.129106e-003
8.610913145794179e-002	-4.522236e-002	8.568320e-004
8.611706986371001e-002	-5.903270e-002	4.462611e-004
8.612228045093348e-002	-6.368495e-002	1.320778e-004
8.612616474320764e-002	-6.396136e-002	-1.152327e-004
8.613013480407375e-002	-6.118262e-002	-3.611477e-004
8.613637438440294e-002	-5.194132e-002	-7.078408e-004
8.614341850321355e-002	-3.659249e-002	-1.029111e-003
8.614770792695817e-002	-2.491513e-002	-1.173122e-003
8.615050153607554e-002	-1.639876e-002	-1.235498e-003
8.615257234244780e-002	-9.792048e-003	-1.263630e-003
8.615473882766941e-002	-2.749289e-003	-1.275882e-003
8.615756241242811e-002	6.450812e-003	-1.269424e-003
8.616026142749915e-002	1.505973e-002	-1.237119e-003
8.616463983730990e-002	2.800922e-002	-1.129106e-003
8.617163145794182e-002	4.522236e-002	-8.568320e-004
8.617956986371003e-002	5.903270e-002	-4.462611e-004
8.618478045093350e-002	6.368495e-002	-1.320778e-004
8.618866474320766e-002	6.396136e-002	1.152327e-004
8.619263480407377e-002	6.118262e-002	3.611477e-004
8.619887438440295e-002	5.194132e-002	7.078408e-004
8.620591850321356e-002	3.659249e-002	1.029111e-003
8.621020792695819e-002	2.491513e-002	1.173122e-003
8.621300153607556e-002	1.639876e-002	1.235498e-003
8.621507234244782e-002	9.792048e-003	1.263630e-003
8.621723882766945e-002	2.749289e-003	1.275882e-003
8.622006241242812e-002	-6.450812e-003	1.269424e-003
8.622276142749917e-002	-1.505973e-002	1.237119e-003
8.622713983730994e-002	-2.800922e-002	1.129106e-003
8.623413145794187e-002	-4.522236e-002	8.568320e-004
8.624206986371008e-002	-5.903270e-002	4.462611e-004
8.624728045093354e-002	-6.368495e-002	1.320778e-004
8.625116474320771e-002	-6.396136e-002	-1.152327e-004
8.625513480407378e-002	-6.118262e-002	-3.611477e-004
8.626137438440300e-002	-5.194132e-002	-7.078408e-004
8.626841850321358e-002	-3.659249e-002	-1.029111e-003
8.627270792695817e-002	-2.491513e-002	-1.173122e-003
8.627550153607554e-002	-1.639876e-002	-1.235498e-003
8.627757234244780e-002	-9.792048e-003	-1.263630e-003
8.627973882766941e-002	-2.749289e-003	-1.275882e-003
8.628256241242810e-002	6.450812e-003	-1.269424e-003
8.628526142749912e-002	1.505973e-002	-1.237119e-003
8.628963983730985e-002	2.800922e-002	-1.129106e-003
8.629663145794173e-002	4.522236e-002	-8.568320e-004
8.630456986370994e-002	5.903270e-002	-4.462611e-004
8.630978045093340e-002	6.368495e-002	-1.320778e-004
8.631366474320758e-002	6.396136e-002	1.152327e-004
8.631763480407367e-002	6.118262e-002	3.611477e-004
8.632387438440288e-002	5.194132e-002	7.078408e-004
8.633091850321348e-002	3.659249e-002	1.029111e-003
8.633520792695815e-002	2.491513e-002	1.173122e-003
8.633800153607552e-002	1.639876e-002	1.235498e-003
8.634007234244778e-002	9.792048e-003	1.263630e-003
8.634223882766939e-002	2.749289e-003	1.275882e-003
8.634506241242811e-002	-6.450812e-003	1.269424e-003
8.634776142749916e-002	-1.505973e-002	1.237119e-003
8.635213983730991e-002	-2.800922e-002	1.129106e-003
8.635913145794183e-002	-4.522236e-002	8.568320e-004
8.636706986371005e-002	-5.903270e-002	4.462611e-004
8.637228045093350e-002	-6.368495e-002	1.320778e-004
8.637616474320774e-002	-6.396136e-002	-1.152327e-004
8.638013480407371e-002	-6.118262e-002	-3.611477e-004
8.638637438440305e-002	-5.194132e-002	-7.078408e-004
8.639341850321358e-002	-3.659249e-002	-1.029111e-003
8.639770792695808e-002	-2.491513e-002	-1.173122e-003
8.640050153607548e-002	-1.639876e-002	-1.235498e-003
8.640257234244776e-002	-9.792048e-003	-1.263630e-003
8.640473882766937e-002	-2.749289e-003	-1.275882e-003
8.640756241242809e-002	6.450812e-003	-1.269424e-003
8.641026142749911e-002	1.505973e-002	-1.237119e-003
8.641463983730983e-002	2.800922e-002	-1.129106e-003
8.642163145794170e-002	4.522236e-002	-8.568320e-004
8.642956986370992e-002	5.903270e-002	-4.462611e-004
8.643478045093342e-002	6.368495e-002	-1.320778e-004
8.643866474320755e-002	6.396136e-002	1.152327e-004
8.644263480407372e-002	6.118262e-002	3.611477e-004
8.644887438440285e-002	5.194132e-002	7.078408e-004
8.645591850321351e-002	3.659249e-002	1.029111e-003
8.646020792695819e-002	2.491513e-002	1.173122e-003
8.646300153607554e-002	1.639876e-002	1.235498e-003
8.646507234244781e-002	9.792048e-003	1.263630e-003
8.646723882766942e-002	2.749289e-003	1.275882e-003
8.647006241242811e-002	-6.450812e-003	1.269424e-003
8.647276142749914e-002	-1.505973e-002	1.237119e-003
8.647713983730988e-002	-2.800922e-002	1.129106e-003
8.648413145794177e-002	-4.522236e-002	8.568320e-004
8.649206986370998e-002	-5.903270e-002	4.462611e-004
8.649728045093347e-002	-6.368495e-002	1.320778e-004
8.650116474320760e-002	-6.396136e-002	-1.152327e-004
8.650513480407375e-002	-6.118262e-002	-3.611477e-004
8.651137438440289e-002	-5.194132e-002	-7.078408e-004
8.651841850321354e-002	-3.659249e-002	-1.029111e-003
8.652270792695820e-002	-2.491513e-002	-1.173122e-003
8.652550153607555e-002	-1.639876e-002	-1.235498e-003
8.652757234244782e-002	-9.792048e-003	-1.263630e-003
8.652973882766944e-002	-2.749289e-003	-1.275882e-003
8.653256241242811e-002	6.450812e-003	-1.269424e-003
8.653526142749915e-002	1.505973e-002	-1.237119e-003
8.653963983730990e-002	2.800922e-002	-1.129106e-003
8.654663145794182e-002	4.522236e-002	-8.568320e-004
8.655456986371005e-002	5.903270e-002	-4.462611e-004
8.655978045093352e-002	6.368495e-002	-1.320778e-004
8.656366474320767e-002	6.396136e-002	1.152327e-004
8.656763480407378e-002	6.118262e-002	3.611477e-004
8.657387438440296e-002	5.194132e-002	7.078408e-004
8.658091850321358e-002	3.659249e-002	1.029111e-003
8.658520792695820e-002	2.491513e-002	1.173122e-003
8.658800153607556e-002	1.639876e-002	1.235498e-003
8.659007234244781e-002	9.792048e-003	1.263630e-003
8.659223882766941e-002	2.749289e-003	1.275882e-003
8.659506241242811e-002	-6.450812e-003	1.269424e-003
8.659776142749914e-002	-1.505973e-002	1.237119e-003
8.660213983730988e-002	-2.800922e-002	1.129106e-003
8.660913145794179e-002	-4.522236e-002	8.568320e-004
8.661706986371000e-002	-5.903270e-002	4.462611e-004
8.662228045093347e-002	-6.368495e-002	1.320778e-004
8.662616474320761e-002	-6.396136e-002	-1.152327e-004
8.663013480407372e-002	-6.118262e-002	-3.611477e-004
8.663637438440290e-002	-5.194132e-002	-7.078408e-004
8.664341850321351e-002	-3.659249e-002	-1.029111e-003
8.664770792695817e-002	-2.491513e-002	-1.173122e-003
8.665050153607554e-002	-1.639876e-002	-1.235498e-003
8.665257234244780e-002	-9.792048e-003	-1.263630e-003
8.665473882766941e-002	-2.749289e-003	-1.275882e-003
8.665756241242810e-002	6.450812e-003	-1.269424e-003
8.666026142749914e-002	1.505973e-002	-1.237119e-003
8.666463983730988e-002	2.800922e-002	-1.129106e-003
8.667163145794177e-002	4.522236e-002	-8.568320e-004
8.667956986370999e-002	5.903270e-002	-4.462611e-004
8.668478045093346e-002	6.368495e-002	-1.320778e-004
8.668866474320763e-002	6.396136e-002	1.152327e-004
8.669263480407372e-002	6.118262e-002	3.611477e-004
8.669887438440292e-002	5.194132e-002	7.078408e-004
8.670591850321352e-002	3.659249e-002	1.029111e-003
8.671020792695816e-002	2.491513e-002	1.173122e-003
8.671300153607553e-002	1.639876e-002	1.235498e-003
8.671507234244780e-002	9.792048e-003	1.263630e-003
8.671723882766941e-002	2.749289e-003	1.275882e-003
8.672006241242811e-002	-6.450812e-003	1.269424e-003
8.672276142749914e-002	-1.505973e-002	1.237119e-003
8.672713983730990e-002	-2.800922e-002	1.129106e-003
8.673413145794180e-002	-4.522236e-002	8.568320e-004
8.674206986371003e-002	-5.903270e-002	4.462611e-004
8.674728045093348e-002	-6.368495e-002	1.320778e-004
8.675116474320768e-002	-6.396136e-002	-1.152327e-004
8.675513480407371e-002	-6.118262e-002	-3.611477e-004
8.676137438440300e-002	-5.194132e-002	-7.078408e-004
8.676841850321355e-002	-3.659249e-002	-1.029111e-003
8.677270792695813e-002	-2.491513e-002	-1.173122e-003
8.677550153607549e-002	-1.639876e-002	-1.235498e-003
8.677757234244778e-002	-9.792048e-003	-1.263630e-003
8.677973882766939e-002	-2.749289e-003	-1.275882e-003
8.678256241242810e-002	6.450812e-003	-1.269424e-003
8.678526142749912e-002	1.505973e-002	-1.237119e-003
8.678963983730986e-002	2.800922e-002	-1.129106e-003
8.679663145794175e-002	4.522236e-002	-8.568320e-004
8.680456986370999e-002	5.903270e-002	-4.462611e-004
8.680978045093346e-002	6.368495e-002	-1.320778e-004
8.681366474320765e-002	6.396136e-002	1.152327e-004
8.681763480407372e-002	6.118262e-002	3.611477e-004
8.682387438440295e-002	5.194132e-002	7.078408e-004
8.683091850321353e-002	3.659249e-002	1.029111e-003
8.683520792695813e-002	2.491513e-002	1.173122e-003
8.683800153607552e-002	1.639876e-002	1.235498e-003
8.684007234244778e-002	9.792048e-003	1.263630e-003
8.684223882766939e-002	2.749289e-003	1.275882e-003
8.684506241242811e-002	-6.450812e-003	1.269424e-003
8.684776142749914e-002	-1.505973e-002	1.237119e-003
8.685213983730988e-002	-2.800922e-002	1.129106e-003
8.685913145794177e-002	-4.522236e-002	8.568320e-004
8.686706986371000e-002	-5.903270e-002	4.462611e-004
8.687228045093347e-002	-6.368495e-002	1.320778e-004
8.687616474320763e-002	-6.396136e-002	-1.152327e-004
8.688013480407374e-002	-6.118262e-002	-3.611477e-004
8.688637438440294e-002	-5.194132e-002	-7.078408e-004
8.689341850321355e-002	-3.659249e-002	-1.029111e-003
8.689770792695817e-002	-2.491513e-002	-1.173122e-003
8.690050153607554e-002	-1.639876e-002	-1.235498e-003
8.690257234244780e-002	-9.792048e-003	-1.263630e-003
8.690473882766943e-002	-2.749289e-003	-1.275882e-003
8.690756241242811e-002	6.450812e-003	-1.269424e-003
8.691026142749915e-002	1.505973e-002	-1.237119e-003
8.691463983730990e-002	2.800922e-002	-1.129106e-003
8.692163145794181e-002	4.522236e-002	-8.568320e-004
8.692956986371002e-002	5.903270e-002	-4.462611e-004
8.693478045093350e-002	6.368495e-002	-1.320778e-004
8.693866474320762e-002	6.396136e-002	1.152327e-004
8.694263480407379e-002	6.118262e-002	3.611477e-004
8.694887438440289e-002	5.194132e-002	7.078408e-004
8.695591850321356e-002	3.659249e-002	1.029111e-003
8.696020792695823e-002	2.491513e-002	1.173122e-003
8.696300153607559e-002	1.639876e-002	1.235498e-003
8.696507234244784e-002	9.792048e-003	1.263630e-003
8.696723882766945e-002	2.749289e-003	1.275882e-003
8.697006241242812e-002	-6.450812e-003	1.269424e-003
8.697276142749917e-002	-1.505973e-002	1.237119e-003
8.697713983730994e-002	-2.800922e-002	1.129106e-003
8.698413145794187e-002	-4.522236e-002	8.568320e-004
8.699206986371010e-002	-5.903270e-002	4.462611e-004
8.699728045093355e-002	-6.368495e-002	1.320778e-004
8.700116474320774e-002	-6.396136e-002	-1.152327e-004
8.700513480407378e-002	-6.118262e-002	-3.611477e-004
8.701137438440304e-002	-5.194132e-002	-7.078408e-004
8.701841850321360e-002	-3.659249e-002	-1.029111e-003
8.702270792695815e-002	-2.491513e-002	-1.173122e-003
8.702550153607552e-002	-1.639876e-002	-1.235498e-003
8.702757234244779e-002	-9.792048e-003	-1.263630e-003
8.702973882766939e-002	-2.749289e-003	-1.275882e-003
8.703256241242810e-002	6.450812e-003	-1.269424e-003
8.703526142749915e-002	1.505973e-002	-1.237119e-003
8.703963983730990e-002	2.800922e-002	-1.129106e-003
8.704663145794182e-002	4.522236e-002	-8.568320e-004
8.705456986371003e-002	5.903270e-002	-4.462611e-004
8.705978045093349e-002	6.368495e-002	-1.320778e-004
8.706366474320768e-002	6.396136e-002	1.152327e-004
8.706763480407372e-002	6.118262e-002	3.611477e-004
8.707387438440298e-002	5.194132e-002	7.078408e-004
8.708091850321355e-002	3.659249e-002	1.029111e-003
8.708520792695812e-002	2.491513e-002	1.173122e-003
8.708800153607549e-002	1.639876e-002	1.235498e-003
8.709007234244777e-002	9.792048e-003	1.263630e-003
8.709223882766938e-002	2.749289e-003	1.275882e-003
8.709506241242809e-002	-6.450812e-003	1.269424e-003
8.709776142749912e-002	-1.505973e-002	1.237119e-003
8.710213983730984e-002	-2.800922e-002	1.129106e-003
8.710913145794171e-002	-4.522236e-002	8.568320e-004
8.711706986370994e-002	-5.903270e-002	4.462611e-004
8.712228045093341e-002	-6.368495e-002	1.320778e-004
8.712616474320761e-002	-6.396136e-002	-1.152327e-004
8.713013480407365e-002	-6.118262e-002	-3.611477e-004
8.713637438440292e-002	-5.194132e-002	-7.078408e-004
8.714341850321350e-002	-3.659249e-002	-1.029111e-003
8.714770792695811e-002	-2.491513e-002	-1.173122e-003
8.715050153607550e-002	-1.639876e-002	-1.235498e-003
8.715257234244778e-002	-9.792048e-003	-1.263630e-003
8.715473882766939e-002	-2.749289e-003	-1.275882e-003
8.715756241242810e-002	6.450812e-003	-1.269424e-003
8.716026142749914e-002	1.505973e-002	-1.237119e-003
8.716463983730988e-002	2.800922e-002	-1.129106e-003
8.717163145794177e-002	4.522236e-002	-8.568320e-004
8.717956986370999e-002	5.903270e-002	-4.462611e-004
8.718478045093346e-002	6.368495e-002	-1.320778e-004
8.718866474320762e-002	6.396136e-002	1.152327e-004
8.719263480407372e-002	6.118262e-002	3.611477e-004
8.719887438440292e-002	5.194132e-002	7.078408e-004
8.720591850321353e-002	3.659249e-002	1.029111e-003
8.721020792695818e-002	2.491513e-002	1.173122e-003
8.721300153607553e-002	1.639876e-002	1.235498e-003
8.721507234244780e-002	9.792048e-003	1.263630e-003
8.721723882766942e-002	2.749289e-003	1.275882e-003
8.722006241242812e-002	-6.450812e-003	1.269424e-003
8.722276142749917e-002	-1.505973e-002	1.237119e-003
8.722713983730993e-002	-2.800922e-002	1.129106e-003
8.723413145794184e-002	-4.522236e-002	8.568320e-004
8.724206986371007e-002	-5.903270e-002	4.462611e-004
8.724728045093354e-002	-6.368495e-002	1.320778e-004
8.725116474320770e-002	-6.396136e-002	-1.152327e-004
8.725513480407379e-002	-6.118262e-002	-3.611477e-004
8.726137438440298e-002	-5.194132e-002	-7.078408e-004
8.726841850321360e-002	-3.659249e-002	-1.029111e-003
8.727270792695818e-002	-2.491513e-002	-1.173122e-003
8.727550153607554e-002	-1.639876e-002	-1.235498e-003
8.727757234244780e-002	-9.792048e-003	-1.263630e-003
8.727973882766942e-002	-2.749289e-003	-1.275882e-003
8.728256241242810e-002	6.450812e-003	-1.269424e-003
8.728526142749914e-002	1.505973e-002	-1.237119e-003
8.728963983730988e-002	2.800922e-002	-1.129106e-003
8.729663145794178e-002	4.522236e-002	-8.568320e-004
8.730456986370999e-002	5.903270e-002	-4.462611e-004
8.730978045093348e-002	6.368495e-002	-1.320778e-004
8.731366474320759e-002	6.396136e-002	1.152327e-004
8.731763480407376e-002	6.118262e-002	3.611477e-004
8.732387438440288e-002	5.194132e-002	7.078408e-004
8.733091850321353e-002	3.659249e-002	1.029111e-003
8.733520792695822e-002	2.491513e-002	1.173122e-003
8.733800153607556e-002	1.639876e-002	1.235498e-003
8.734007234244783e-002	9.792048e-003	1.263630e-003
8.734223882766944e-002	2.749289e-003	1.275882e-003
8.734506241242812e-002	-6.450812e-003	1.269424e-003
8.734776142749917e-002	-1.505973e-002	1.237119e-003
8.735213983730994e-002	-2.800922e-002	1.129106e-003
8.735913145794186e-002	-4.522236e-002	8.568320e-004
8.736706986371008e-002	-5.903270e-002	4.462611e-004
8.737228045093352e-002	-6.368495e-002	1.320778e-004
8.737616474320775e-002	-6.396136e-002	-1.152327e-004
8.738013480407374e-002	-6.118262e-002	-3.611477e-004
8.738637438440307e-002	-5.194132e-002	-7.078408e-004
8.739341850321360e-002	-3.659249e-002	-1.029111e-003
8.739770792695811e-002	-2.491513e-002	-1.173122e-003
8.740050153607550e-002	-1.639876e-002	-1.235498e-003
8.740257234244778e-002	-9.792048e-003	-1.263630e-003
8.740473882766940e-002	-2.749289e-003	-1.275882e-003
8.740756241242810e-002	6.450812e-003	-1.269424e-003
8.741026142749914e-002	1.505973e-002	-1.237119e-003
8.741463983730989e-002	2.800922e-002	-1.129106e-003
8.742163145794180e-002	4.522236e-002	-8.568320e-004
8.742956986371002e-002	5.903270e-002	-4.462611e-004
8.743478045093348e-002	6.368495e-002	-1.320778e-004
8.743866474320768e-002	6.396136e-002	1.152327e-004
8.744263480407372e-002	6.118262e-002	3.611477e-004
8.744887438440298e-002	5.194132e-002	7.078408e-004
8.745591850321355e-002	3.659249e-002	1.029111e-003
8.746020792695813e-002	2.491513e-002	1.173122e-003
8.746300153607550e-002	1.639876e-002	1.235498e-003
8.746507234244778e-002	9.792048e-003	1.263630e-003
8.746723882766939e-002	2.749289e-003	1.275882e-003
8.747006241242811e-002	-6.450812e-003	1.269424e-003
8.747276142749914e-002	-1.505973e-002	1.237119e-003
8.747713983730988e-002	-2.800922e-002	1.129106e-003
8.748413145794179e-002	-4.522236e-002	8.568320e-004
8.749206986371001e-002	-5.903270e-002	4.462611e-004
8.749728045093347e-002	-6.368495e-002	1.320778e-004
8.750116474320765e-002	-6.396136e-002	-1.152327e-004
8.750513480407371e-002	-6.118262e-002	-3.611477e-004
8.751137438440297e-002	-5.194132e-002	-7.078408e-004
8.751841850321356e-002	-3.659249e-002	-1.029111e-003
8.752270792695814e-002	-2.491513e-002	-1.173122e-003
8.752550153607552e-002	-1.639876e-002	-1.235498e-003
8.752757234244779e-002	-9.792048e-003	-1.263630e-003
8.752973882766939e-002	-2.749289e-003	-1.275882e-003
8.753256241242810e-002	6.450812e-003	-1.269424e-003
8.753526142749914e-002	1.505973e-002	-1.237119e-003
8.753963983730988e-002	2.800922e-002	-1.129106e-003
8.754663145794177e-002	4.522236e-002	-8.568320e-004
8.755456986370998e-002	5.903270e-002	-4.462611e-004
8.755978045093346e-002	6.368495e-002	-1.320778e-004
8.756366474320759e-002	6.396136e-002	1.152327e-004
8.756763480407374e-002	6.118262e-002	3.611477e-004
8.757387438440289e-002	5.194132e-002	7.078408e-004
8.758091850321353e-002	3.659249e-002	1.029111e-003
8.758520792695820e-002	2.491513e-002	1.173122e-003
8.758800153607557e-002	1.639876e-002	1.235498e-003
8.759007234244783e-002	9.792048e-003	1.263630e-003
8.759223882766945e-002	2.749289e-003	1.275882e-003
8.759506241242812e-002	-6.450812e-003	1.269424e-003
8.759776142749917e-002	-1.505973e-002	1.237119e-003
8.760213983730994e-002	-2.800922e-002	1.129106e-003
8.760913145794187e-002	-4.522236e-002	8.568320e-004
8.761706986371008e-002	-5.903270e-002	4.462611e-004
8.762228045093354e-002	-6.368495e-002	1.320778e-004
8.762616474320770e-002	-6.396136e-002	-1.152327e-004
8.763013480407379e-002	-6.118262e-002	-3.611477e-004
8.763637438440299e-002	-5.194132e-002	-7.078408e-004
8.764341850321360e-002	-3.659249e-002	-1.029111e-003
8.764770792695818e-002	-2.491513e-002	-1.173122e-003
8.765050153607555e-002	-1.639876e-002	-1.235498e-003
8.765257234244782e-002	-9.792048e-003	-1.263630e-003
8.765473882766944e-002	-2.749289e-003	-1.275882e-003
8.765756241242811e-002	6.450812e-003	-1.269424e-003
8.766026142749916e-002	1.505973e-002	-1.237119e-003
8.766463983730993e-002	2.800922e-002	-1.129106e-003
8.767163145794187e-002	4.522236e-002	-8.568320e-004
8.767956986371009e-002	5.903270e-002	-4.462611e-004
8.768478045093353e-002	6.368495e-002	-1.320778e-004
8.768866474320773e-002	6.396136e-002	1.152327e-004
8.769263480407374e-002	6.118262e-002	3.611477e-004
8.769887438440303e-002	5.194132e-002	7.078408e-004
8.770591850321359e-002	3.659249e-002	1.029111e-003
8.771020792695812e-002	2.491513e-002	1.173122e-003
8.771300153607550e-002	1.639876e-002	1.235498e-003
8.771507234244778e-002	9.792048e-003	1.263630e-003
8.771723882766941e-002	2.749289e-003	1.275882e-003
8.772006241242811e-002	-6.450812e-003	1.269424e-003
8.772276142749916e-002	-1.505973e-002	1.237119e-003
8.772713983730991e-002	-2.800922e-002	1.129106e-003
8.773413145794183e-002	-4.522236e-002	8.568320e-004
8.774206986371005e-002	-5.903270e-002	4.462611e-004
8.774728045093350e-002	-6.368495e-002	1.320778e-004
8.775116474320771e-002	-6.396136e-002	-1.152327e-004
8.775513480407371e-002	-6.118262e-002	-3.611477e-004
8.776137438440303e-002	-5.194132e-002	-7.078408e-004
8.776841850321357e-002	-3.659249e-002	-1.029111e-003
8.777270792695811e-002	-2.491513e-002	-1.173122e-003
8.777550153607550e-002	-1.639876e-002	-1.235498e-003
8.777757234244778e-002	-9.792048e-003	-1.263630e-003
8.777973882766940e-002	-2.749289e-003	-1.275882e-003
8.778256241242810e-002	6.450812e-003	-1.269424e-003
8.778526142749914e-002	1.505973e-002	-1.237119e-003
8.778963983730989e-002	2.800922e-002	-1.129106e-003
8.779663145794180e-002	4.522236e-002	-8.568320e-004
8.780456986371003e-002	5.903270e-002	-4.462611e-004
8.780978045093349e-002	6.368495e-002	-1.320778e-004
8.781366474320772e-002	6.396136e-002	1.152327e-004
8.781763480407372e-002	6.118262e-002	3.611477e-004
8.782387438440303e-002	5.194132e-002	7.078408e-004
8.783091850321358e-002	3.659249e-002	1.029111e-003
8.783520792695811e-002	2.491513e-002	1.173122e-003
8.783800153607549e-002	1.639876e-002	1.235498e-003
8.784007234244777e-002	9.792048e-003	1.263630e-003
8.784223882766938e-002	2.749289e-003	1.275882e-003
8.784506241242811e-002	-6.450812e-003	1.269424e-003
8.784776142749914e-002	-1.505973e-002	1.237119e-003
8.785213983730988e-002	-2.800922e-002	1.129106e-003
8.785913145794178e-002	-4.522236e-002	8.568320e-004
8.786706986371000e-002	-5.903270e-002	4.462611e-004
8.787228045093347e-002	-6.368495e-002	1.320778e-004
8.787616474320764e-002	-6.396136e-002	-1.152327e-004
8.788013480407372e-002	-6.118262e-002	-3.611477e-004
8.788637438440296e-002	-5.194132e-002	-7.078408e-004
8.789341850321356e-002	-3.659249e-002	-1.029111e-003
8.789770792695814e-002	-2.491513e-002	-1.173122e-003
8.790050153607552e-002	-1.639876e-002	-1.235498e-003
8.790257234244779e-002	-9.792048e-003	-1.263630e-003
8.790473882766942e-002	-2.749289e-003	-1.275882e-003
8.790756241242811e-002	6.450812e-003	-1.269424e-003
8.791026142749916e-002	1.505973e-002	-1.237119e-003
8.791463983730992e-002	2.800922e-002	-1.129106e-003
8.792163145794184e-002	4.522236e-002	-8.568320e-004
8.792956986371006e-002	5.903270e-002	-4.462611e-004
8.793478045093353e-002	6.368495e-002	-1.320778e-004
8.793866474320769e-002	6.396136e-002	1.152327e-004
8.794263480407379e-002	6.118262e-002	3.611477e-004
8.794887438440298e-002	5.194132e-002	7.078408e-004
8.795591850321359e-002	3.659249e-002	1.029111e-003
8.796020792695819e-002	2.491513e-002	1.173122e-003
8.796300153607554e-002	1.639876e-002	1.235498e-003
8.796507234244781e-002	9.792048e-003	1.263630e-003
8.796723882766942e-002	2.749289e-003	1.275882e-003
8.797006241242811e-002	-6.450812e-003	1.269424e-003
8.797276142749914e-002	-1.505973e-002	1.237119e-003
8.797713983730988e-002	-2.800922e-002	1.129106e-003
8.798413145794179e-002	-4.522236e-002	8.568320e-004
8.799206986371000e-002	-5.903270e-002	4.462611e-004
8.799728045093347e-002	-6.368495e-002	1.320778e-004
8.800116474320761e-002	-6.396136e-002	-1.152327e-004
8.800513480407374e-002	-6.118262e-002	-3.611477e-004
8.801137438440289e-002	-5.194132e-002	-7.078408e-004
8.801841850321351e-002	-3.659249e-002	-1.029111e-003
8.802270792695818e-002	-2.491513e-002	-1.173122e-003
8.802550153607555e-002	-1.639876e-002	-1.235498e-003
8.802757234244782e-002	-9.792048e-003	-1.263630e-003
8.802973882766943e-002	-2.749289e-003	-1.275882e-003
8.803256241242811e-002	6.450812e-003	-1.269424e-003
8.803526142749917e-002	1.505973e-002	-1.237119e-003
8.803963983730993e-002	2.800922e-002	-1.129106e-003
8.804663145794185e-002	4.522236e-002	-8.568320e-004
8.805456986371009e-002	5.903270e-002	-4.462611e-004
8.805978045093353e-002	6.368495e-002	-1.320778e-004
8.806366474320779e-002	6.396136e-002	1.152327e-004
8.806763480407373e-002	6.118262e-002	3.611477e-004
